,program,content,start,end,start_s,end_s,duration_s
250463,5269874_001,bref toujours les deux miami qui mènent désormais deux un,0:22:00.020000,0:22:03.680000,1320.02,1323.68,3.660000000000082
250464,5269874_001,et puis des résultats sont,0:22:09.880000,0:22:11.600000,1329.88,1331.6,1.7199999999998
250465,5269874_001,les titres stade existe pas la jamaïque championne du monde durant les quatre fois deux cents avec l' blé,0:22:11.600000,0:22:17.330000,1331.6,1337.33,5.730000000000018
250466,5269874_001,nouveau record d'europe les jamaïcains par parenthèse,0:22:20.730000,0:22:24.150000,1340.73,1344.15,3.4200000000000728
250467,5269874_001,établissant un nouveau record du monde et qui est ce qui prenait le premier témoin pour l'équipe de france christophe lemaitre et ce soir on continue avec le quatre fois cent le quatre fois cent et j'ajoute jimmy vicaut christophe lemaitre,0:22:24.150000,0:22:34.420000,1344.15,1354.42,10.269999999999982
250468,5269874_001,et justement jimmy vicaut on en parle parce qu'il y a une semaine il vient il a carrément réalisé la deuxième meilleure performance mondiale de l'année avec un chrono à neuf quatre vingt quinze il est déjà très impressionnant et emmanuel lefort et thierry breton onze ont pu aller le voir à l'entraînement juste avant son départ pour les bahamas vous allez le voir il est prêt alors que la saison n'avait pas commencé,0:22:34.420000,0:22:52.650000,1354.42,1372.65,18.230000000000018
250469,5269874_001,o martyriser son corps et souffrir chaque jour un peu,0:22:52.650000,0:23:00.640000,1372.65,1380.64,7.990000000000009
250470,5269874_001,plus c'est la vie qu'il a choisi il,0:23:00.640000,0:23:03.810000,1380.64,1383.81,3.1699999999998454
250471,5269874_001,il était alors qu'un enfant aujourd'hui à vingt deux ans,0:23:03.810000,0:23:07,1383.81,1387.0,3.1900000000000546
250472,5269874_001,jimmy vicaut encaisse des entraînements de plus en plus dur,0:23:07.090000,0:23:10.410000,1387.09,1390.41,3.3200000000001637
250473,5269874_001,mais c'était la seule voie possible dans sa quête de performance,0:23:10.490000,0:23:14.360000,1390.49,1394.36,3.869999999999891
250474,5269874_001,aujourd'hui si je me ferai donc euh,0:23:19.950000,0:23:22.130000,1399.95,1402.13,2.1800000000000637
250475,5269874_001,font contre nation je pense à mon sens aujourd'hui alors que je les courses dans un donjon que dimanche soir nous connaissons leur,0:23:22.260000,0:23:30.640000,1402.26,1410.64,8.38000000000011
250476,5269874_001,et quelques chronos neuf secondes quatre vingt quinze kantienne sur cent mètres,0:23:30.640000,0:23:35.800000,1410.64,1415.8,5.1599999999998545
250477,5269874_001,dimanche dernier en finale des interclubs,0:23:36.140000,0:23:39.240000,1416.14,1419.24,3.099999999999909
250478,5269874_001,à aix les bains chez christophe lemaitre pour le moins surpris de cette deuxième meilleure performance mondiale de l'année,0:23:39.240000,0:23:46.250000,1419.24,1426.25,7.009999999999991
250479,5269874_001,ben pour moi euh je pense pas être en forme même si j'ai fait quatre vingt quinze,0:23:46.250000,0:23:49.730000,1426.25,1429.73,3.480000000000018
250480,5269874_001,et que j'ai revu la course hier avec moi et elle est pas bon donc je me précipite au départ euh,0:23:49.920000,0:23:54.860000,1429.92,1434.86,4.939999999999827
250481,5269874_001,après je sais pas ce milieu de course il est vraiment bien et en fin de course euh possibilité un peu donc euh je trouve vraiment ce que je fais pour le début de saison faire pas mal,0:23:54.890000,0:24:02.210000,1434.89,1442.21,7.319999999999936
250482,5269874_001,cette semaine sur son campus parisien de l'insep jimmy poursuit son cycle de travail basée sur la résistance et l'endurance,0:24:03.300000,0:24:11.010000,1443.3,1451.01,7.710000000000036
250483,5269874_001,le record de france télé neuf quatre vingt douze lemaitre seront bien dans le viseur,0:24:11.020000,0:24:15.140000,1451.02,1455.14,4.120000000000118
250484,5269874_001,on vit sur les calanques quoi on va avoir une trop trop vite sortie qu'avance euh où cent cinquante mètres de diamètre cramer quoi continue à continuer à allonger au moins jusqu' jusqu'à la sortie de virage,0:24:19.210000,0:24:28.230000,1459.21,1468.23,9.019999999999982
250485,5269874_001,contre ce qui est intéressant c'est de l'amener avec cette base solide jusqu'à rio avec des chronos important qui descendent chaque année on sous les dix secondes asseoir une grosse régularité en sous les dix secondes et puis un ovni il y aura il y aura cette perte de pointe qui recherchaient peut être le record de france et voir et voire mieux,0:24:28.230000,0:24:42.910000,1468.23,1482.91,14.680000000000064
250486,5269874_001,euh si le procureur d'europe pourquoi pas,0:24:43.180000,0:24:44.960000,1483.18,1484.96,1.7799999999999727
250487,5269874_001,ce sera en tout cas le duel s'était défier à zurich aux championnats d'europe,0:24:47.440000,0:24:50.970000,1487.44,1490.97,3.5299999999999727
250488,5269874_001,battu sur le fil pour le titre en deux mille douze,0:24:51.170000,0:24:53.890000,1491.17,1493.89,2.7200000000000273
250489,5269874_001,compte bien serait de poids prendre sa revanche,0:24:55.210000,0:24:57.540000,1495.21,1497.54,2.3299999999999272
250490,5269874_001,reportage delphine vingt nous nouer ce soir bien sur le relais on vous donnera des résultats la semaine prochaine offre un point complet,0:24:58.510000,0:25:03.450000,1498.51,1503.45,4.940000000000055
250491,5269874_001,oui et les europe les ils avancent leurs france télé aussi un championnat d'europe à zurich vico égale son record personnel sur mètres avant le record de france ça sera bientôt effectivement ça c'était made in tweeter le rester quoi il faisait polyvalent et modulable donc vous allez parler de cyclisme oui d'autant,0:25:03.450000,0:25:17.110000,1503.45,1517.11,13.659999999999854
250492,5269874_001,d'autant que les italiens ont découvert une nouvelle star qui s'appelle fabio art où il est,0:25:17.110000,0:25:21.830000,1517.11,1521.83,4.720000000000027
250493,5269874_001,et il est en train de faire oublier le grand marco pantani en tout cas il a fait un numéro aujourd'hui dans la quinzième étape qui est à mener les coureurs,0:25:22.130000,0:25:28.550000,1522.13,1528.55,6.419999999999845
250494,5269874_001,vermont comme yonnet il a largué absolument tout le monde et il s'impose en solitaire à noter que pierre rolland le français a pris une superbe quatrième place à vingt trois secondes pierre rolland qui est désormais huitième au général le général toujours pour rigobert aux ouane,0:25:28.550000,0:25:44.860000,1528.55,1544.86,16.309999999999945
250495,5269874_001,et à cinq semaines du tour de france le phénomène de la semaine l'homme de la semaine même si euh nasser boigny c'est le kamikaze des pelotons pourquoi parce qu'il est sprinter un très très gros caractères on vous avait raconté son histoire la semaine dernière dans stade deux,0:25:44.960000,0:25:56.410000,1544.96,1556.41,11.450000000000045
250496,5269874_001,eh bien il fait polémique cette semaine pourquoi et bien parce qu'il n'est pas sûr de faire le tour de france les explications avec notre spécialiste nicolas âgée en compagnie de olivier gardait et jérôme antinomique,0:25:56.450000,0:26:07.070000,1556.45,1567.07,10.61999999999989
250497,5269874_001,l'insuffisance et la classe des plus grands sprinteurs a vingt trois ans il a marqué le début du giraudoux son empreinte,0:26:08.950000,0:26:16.170000,1568.95,1576.17,7.220000000000027
250498,5269874_001,le sprinter petit passe la vigne,0:26:20.150000,0:26:21.920000,1580.15,1581.92,1.7699999999999818
250499,5269874_001,il fera lâché toute son énergie c'est c'est c'est un super moment faut,0:26:22.660000,0:26:26.790000,1582.66,1586.79,4.129999999999882
250500,5269874_001,un exploit inédit pour un français dans un grand tour,0:26:29.260000,0:26:31.750000,1589.26,1591.75,2.490000000000009
250501,5269874_001,depuis laurent jalabert en mille neuf cent quatre vingt dix neuf,0:26:31.990000,0:26:34.940000,1591.99,1594.94,2.9500000000000455
250502,5269874_001,cavendish et elles ne sont pas là c'est vrai mais lui assume et gagne,0:26:35.100000,0:26:39.160000,1595.1,1599.16,4.060000000000173
250503,5269874_001,ma cour qui est très lourd qui permet aux relativement explosif dans des dans des crimes qui lui conviennent on l'a vu sur le,0:26:41.440000,0:26:47.350000,1601.44,1607.35,5.9099999999998545
250504,5269874_001,la dernière étape du giro qui gagne euh il est passé vraiment dans un trou de souris,0:26:47.570000,0:26:50.800000,1607.57,1610.8,3.230000000000018
250505,5269874_001,c'est quelqu'un qui est,0:26:50.800000,0:26:52.820000,1610.8,1612.82,2.019999999999982
250506,5269874_001,on dit souvent qu'ils devront se cerveau manqué quelques pas vraiment donner de d'aller vous gagnez un sprint en euh dans des circonstances que pas,0:26:52.820000,0:26:59.760000,1612.82,1619.76,6.940000000000055
250507,5269874_001,s'il passe la montagne nasser boigny a de grandes chances de remporter le maillot rouge de meilleur sprinteur de ce giro il pourra alors remercie sébastien chavanel,0:27:00.280000,0:27:09.180000,1620.28,1629.18,8.900000000000091
250508,5269874_001,transcendé par la réussite de son leader le poisson pilote a pris une part importante dans les trois succès de nasser boigny,0:27:09.270000,0:27:15.580000,1629.27,1635.58,6.309999999999945
250509,5269874_001,au fond une course au fil des sprints on a su trouver le bon fonctionnement entre nous et euh et un respect mutuel,0:27:16.180000,0:27:22.430000,1636.18,1642.43,6.25
250510,5269874_001,comment se priver d'un sprinter de ce niveau sur le prochain tour,0:27:22.430000,0:27:26.920000,1642.43,1646.92,4.490000000000009
250511,5269874_001,peut il se le permettre arnaud démarre l'autre sprinter surdoué de l'équipe enchaînent les victoires lui aussi et clame haut et fort qu'il sera au départ du prochain tour de france à l'eden,0:27:28.650000,0:27:41.240000,1648.65,1661.24,12.589999999999918
250512,5269874_001,d'ailleurs euh j'avais pas forcément euh c'est le souhait d'y participer,0:27:41.240000,0:27:45.500000,1661.24,1665.5,4.259999999999991
250513,5269874_001,euh cette année c'était un souhait je veux vraiment participer au tour de france donc euh voilà je pense que à un moment donné ça va être c'est euh,0:27:45.720000,0:27:52.630000,1665.72,1672.63,6.910000000000082
250514,5269874_001,chacun son tour,0:27:52.630000,0:27:55.580000,1672.63,1675.58,2.949999999999818
250515,5269874_001,il y a pas de place pour deux le tour de france je veux y être je ce qui est clair en début de saison,0:27:55.580000,0:28:01.210000,1675.58,1681.21,5.630000000000109
250516,5269874_001,et voilà j'ai j'espère être de la partie est d'autant plus qui passent dans les vosges après s'être encore leur choix et,0:28:01.440000,0:28:08.360000,1681.44,1688.36,6.919999999999845
250517,5269874_001,et que quel que soit le choix je le respecterai,0:28:08.900000,0:28:12.020000,1688.9,1692.02,3.119999999999891
250518,5269874_001,il se dit prêt à courir avec son rival sur le tour,0:28:12.470000,0:28:15.270000,1692.47,1695.27,2.7999999999999545
250519,5269874_001,moini pourrait quitter la sdj pour l'une des nombreuses formations qui le sollicitent,0:28:18.360000,0:28:22.430000,1698.36,1702.43,4.070000000000164
250520,5269874_001,cette situation inextricable,0:28:23.650000,0:28:25.700000,1703.65,1705.7,2.0499999999999545
250521,5269874_001,le tour de france est tellement une priorité pour un coureur français ce qui est normal,0:28:27.630000,0:28:31.490000,1707.63,1711.49,3.8599999999999
250522,5269874_001,que pour moi la cohabitation est juste impossible à partir de maistre on le sentait venir depuis un moment à partir du moment où,0:28:32.050000,0:28:37.840000,1712.05,1717.84,5.789999999999964
250523,5269874_001,vous arrivez au vraiment au très très très haut niveau et que les deux sont eux ont chacun leur carte à jouer la la cohabitation est tout simplement impossible,0:28:38.220000,0:28:46.120000,1718.22,1726.12,7.899999999999864
250524,5269874_001,marc madiot se rendra demain en italie pour discuter avec nasser boigny avant de rencontrer les présélectionnés du tour dont ces deux sprinters,0:28:46.670000,0:28:54.780000,1726.67,1734.78,8.1099999999999
250525,5269874_001,la dernière fois qu'ils se sont affrontés c'était au championnat de france il y a deux ans,0:28:54.890000,0:28:59.410000,1734.89,1739.41,4.519999999999982
250526,5269874_001,s'était imposé devant son meilleur ennemi,0:29:01.140000,0:29:03.170000,1741.14,1743.17,2.0299999999999727
250527,5269874_001,sur le prochain tour de france,0:29:07.020000,0:29:08.530000,1747.02,1748.53,1.509999999999991
250528,5269874_001,la cohabitation semble compliqué c'est incroyable hein,0:29:09.310000,0:29:12.270000,1749.31,1752.27,2.9600000000000364
250529,5269874_001,c'est vraiment bêtes parce que regardez pas en pense sprint volter blake sont tous les deux dans la même équipe de jamaïque semestre les concombres là franchement abondance de biens devrait ne pas nuire bien au contraire,0:29:12.270000,0:29:22.370000,1752.27,1762.37,10.099999999999909
